semester,course_letter,course_number,course_title,unique_number,instructor_name,id
"2018, Fall",ACC,359,Managerial/Cost Accounting.,02495,"Laux, Volker",8858641
"2018, Fall",ACC,359,Managerial/Cost Accounting.,02500,"Laux, Volker",9032205
"2018, Fall",ACC,359,Managerial/Cost Accounting.,02505,"Laux, Volker",9032236
"2018, Fall",ACC,362,Auditing and Control.,02510,"Johanns, Jeffrey",8851147
"2018, Fall",ACC,364,Fundamentals of Taxation.,02515,"Allen, Megan",8851148
"2018, Fall",ACC,378,"Petroleum Accounting: Principles, Procedures, and Issues.",02520,"Hays, Jerry",8858649
"2018, Fall",ACC,378,"Petroleum Accounting: Principles, Procedures, and Issues.",02525,"Hays, Jerry",9032275
"2018, Fall",ACC,378,Taxation of Real Estate Investments.,02530,"Singer, Stuart",8851149
"2018, Fall",ACC,380D,Advanced Topics in Financial Reporting.,02550,8851150
"2018, Fall",ACC,380K,Financial Accounting Standards and Analysis I.,02585,"Chen, Shuping",8851151
"2018, Fall",ACC,380K,Financial Accounting Standards and Analysis I.,02590,"Moore, Stephen",8858656
"2018, Fall",ACC,380K,Financial Accounting Standards and Analysis I.,02600,8858652
"2018, Fall",ACC,380K,Financial Accounting Standards and Analysis II.,02610,"Bradshaw, Mark",8858663
"2018, Fall",ACC,380K,Financial Accounting Standards and Analysis II.,02615,"McInnis, John",8851216
"2018, Fall",ACC,380K,Financial Statement Analysis.,02640,"Badolato, Patrick",8858665
"2018, Fall",ACC,380K,Financial Statement Analysis.,02645,"Zhao, Wuyang",8851219
"2018, Fall",ACC,380K,Computer Auditing and Systems Security.,02675,8851247
"2018, Fall",ACC,380K,Information Technology for Accounting and Control.,02685,"Brown, Patti",8851257
"2018, Fall",ACC,380K,Accounting and Auditing Research: Introduction to Design and Evaluation.,02695,"Kachelmeier, Steven",8851300
"2018, Fall",ACC,380K,Government and Not-for-Profit Accounting.,02700,8872879
"2018, Fall",ACC,381N,Managerial Accounting and Financial Statement Analysis.,02710,"Badolato, Patrick",8858667
"2018, Fall",ACC,383K,Management Auditing and Control.,02715,"Goodson, Stephen",8851302
"2018, Fall",ACC,383K,Fraud Examination.,02725,"Bradshaw, Mark",8862405
"2018, Fall",ACC,384,Tax Research Methodology.,02735,"Zvinakis, Kristina",8858842
"2018, Fall",ACC,384,Taxation of Entities II.,02745,"Holbrook, Terri",8851359
"2018, Fall",ACC,384,Tax Planning for Business Entities.,02760,"Singer, Stuart",8851366
"2018, Fall",ACC,384,International and Interstate Taxation.,02765,"Singer, Stuart",8851370
"2018, Fall",ADV,303,Advertising and Popular Culture.,05805,"Marmor-Lavie, Galit",9023045
"2018, Fall",ADV,305,Fundamentals of Advertising.,05815,"Chung, Arnold",8902125
"2018, Fall",ADV,305S,Introduction to Integrated Communication for Sports.,05820,"Wille, Stephen",8885697
"2018, Fall",ADV,309R,Introduction to Advertising and Public Relations Research.,05829,"Eastin, Matthew",8885545
"2018, Fall",ADV,315,History and Development of Advertising.,05830,"Atkinson, Lucinda",8864443
"2018, Fall",ADV,316,Creativity and American Culture.,05835,"Lewis, Robert",8864493
"2018, Fall",ADV,318J,Introduction to Advertising and Integrated Brand Communication.,05840,"Wilcox, Gary",8858909
"2018, Fall",ADV,318J,Introduction to Advertising and Integrated Brand Communication.,05845,"Dudo, Anthony",8863727
"2018, Fall",ADV,319,Psychology of Advertising.,05850,"Pounders, Kathrynn",8865579
"2018, Fall",ADV,319,Psychology of Advertising.,05855,"Kahlor, Lee Ann",8865985
"2018, Fall",ADV,320,Integrated Communication for Nonprofit Organizations.,05860,"Drumwright, Minette",8885512
"2018, Fall",ADV,323,Public Communication of Science and Techology.,05865,"Dudo, Anthony",8864969
"2018, Fall",ADV,324,Communicating Sustainability.,05873,"Atkinson, Lucinda",8869395
"2018, Fall",ADV,325,Introduction to Advertising Creativity.,05875,"Rea, Chad",8885624
"2018, Fall",ADV,332,Technology Marketing and Advertising.,05880,"Bunting, James",8894664
"2018, Fall",ADV,332C,New Media Entrepreneurialism.,05885,"Bunting, James",8894657
"2018, Fall",ADV,332D,Entrepreneurialism in Communication.,05890,"Bunting, James",9023054
"2018, Fall",ADV,334,International Advertising.,05895,"Jeon, Yongwoog",8902108
"2018, Fall",ADV,336,Multicultural Issues in Advertising and Public Relations.,05900,"Kemp, Deena",8863965
"2018, Fall",ADV,338L,Copywriting.,05904,"Rea, Chad",8885634
"2018, Fall",ADV,339K,Digital Graphic Communication.,05905,"McCutchin, Matthew",9023062
"2018, Fall",ADV,339L,Brand Storytelling.,05910,"McCutchin, Matthew",9023078
"2018, Fall",ADV,343K,Portfolio I.,05915,"Romero, James",8860160
"2018, Fall",ADV,343K,Portfolio I.,05920,"Rea, Chad",8885629
"2018, Fall",ADV,344K,Advertising Research.,05925,"Kahlor, Lee Ann",8865991
"2018, Fall",ADV,345J,Advertising Media Planning Foundations.,05930,"Dobias, Lisa",8862344
"2018, Fall",ADV,345J,Advertising Media Planning Foundations.,05935,"Dobias, Lisa",8862344
"2018, Fall",ADV,345J,Advertising Media Planning Foundations.,05940,"Dobias, Lisa",8862344
"2018, Fall",ADV,345J,Advertising Media Planning Foundations.,05945,"Dobias, Lisa",9023097
"2018, Fall",ADV,345J,Advertising Media Planning Foundations.,05950,"Dobias, Lisa",9023097
"2018, Fall",ADV,345J,Advertising Media Planning Foundations.,05955,"Dobias, Lisa",9023097
"2018, Fall",ADV,345J,Advertising Media Planning Foundations.,05960,"Dobias, Lisa",9023097
"2018, Fall",ADV,348S,The Business of Sports Media.,05970,"Pannes, Mark",8867802
"2018, Fall",ADV,350,Advertising Internship.,05975,"Cunningham, Isabella",8859937
"2018, Fall",ADV,353,Advertising and Public Relations Law and Ethics.,05990,"Ciszek, Erica",8865592
"2018, Fall",ADV,353,Advertising and Public Relations Law and Ethics.,05995,"Pounders, Kathrynn",8865596
"2018, Fall",ADV,369,Social Media.,06010,"Wilcox, Gary",8858919
"2018, Fall",ADV,370J,Integrated Communications Management.,06015,"Lewis, Robert",8864476
"2018, Fall",ADV,370J,Integrated Communications Management.,06020,"Stavchansky de lewis, Liza",8885653
"2018, Fall",ADV,370J,Integrated Communications Management.,06025,"Bell, Tamara",8854367
"2018, Fall",ADV,370J,Integrated Communications Management.,06030,"Scheinbaum, Angeline",8864644
"2018, Fall",ADV,370J,Integrated Communications Management.,06035,"Marmor-Lavie, Galit",8860568
"2018, Fall",ADV,370J,Integrated Communications Management.,06040,"Cunningham, Isabella",8859927
"2018, Fall",ADV,370J,Integrated Communications Management.,06045,"Stout, Patricia",8861128
"2018, Fall",ADV,370J,Integrated Communications Management.,06050,"Webber, Eric",8885677
"2018, Fall",ADV,370J,Integrated Communications Management.,06055,"Marmor-Lavie, Galit",8860577
"2018, Fall",ADV,373,Integrated Communications Campaigns.,06060,"Stout, Patricia",8863693
"2018, Fall",ADV,373,Integrated Communications Campaigns.,06065,"Love, Bradford",8864212
"2018, Fall",ADV,373,Integrated Communications Campaigns.,06070,"Stavchansky de lewis, Liza",8885655
"2018, Fall",ADV,373,Integrated Communications Campaigns.,06075,"Webber, Eric",9023125
"2018, Fall",ADV,373,Integrated Communications Campaigns.,06080,"Romero, James",8860195
"2018, Fall",ADV,373,Integrated Communications Campaigns.,06085,"Stavchansky de lewis, Liza",8863216
"2018, Fall",ADV,377,Advanced Media Strategies.,06090,"Dobias, Lisa",8862326
"2018, Fall",ADV,377M,Digital Metrics.,06095,"Devlin, Natalie",8885493
"2018, Fall",ADV,377M,Media Investments.,06100,"Arrington, Tracy",8856701
"2018, Fall",ADV,378,Advanced Studies in Advertising.,06104,"Reilly, Erin",9023132
"2018, Fall",ADV,378,Advanced Studies in Advertising.,06109,"Sigers, Shanteka",8920930
"2018, Fall",ADV,378,Advanced Studies in Advertising.,06115,"Scott, Timothy",8885642
"2018, Fall",ADV,378S,Special Topics in Sports Media.,06120,"Wells, John",8885670
"2018, Fall",ADV,378S,Special Topics in Sports Media.,06125,"Lulla, Joel",8885592
"2018, Fall",ADV,378S,College Sports Media.,06130,"Lulla, Joel",8885610
"2018, Fall",ADV,378S,Sports Contract Negotiation Techniques.,06135,"Lulla, Joel",9023153
"2018, Fall",ADV,378S,Sports and Social Media.,06140,"Wille, Stephen",8885702
"2018, Fall",ADV,380J,Quantitative and Qualitative Research.,06155,"Oh, Jeeyun",8860580
"2018, Fall",ADV,385,Media Management.,06180,"Devlin, Natalie",8885497
"2018, Fall",ADV,387,Creative Strategies.,06185,"Labounty, Sean",8866269
"2018, Fall",ADV,387,Creative Strategies.,06190,"Labounty, Sean",8866269
"2018, Fall",ADV,387,Creative Strategies.,06195,"Labounty, Sean",8866269
"2018, Fall",ADV,387,Creative Strategies.,06200,"Labounty, Sean",8866269
"2018, Fall",ADV,391K,Seminar in Advertising.,06213,"Reilly, Erin",8859201
"2018, Fall",ADV,391K,Advanced Account Planning.,06230,"Mackert, Michael",8831849
"2018, Fall",ADV,392,Advanced Advertising Theories I.,06240,"Oh, Jeeyun",8860578
"2018, Fall",ADV,447,Computer Imaging Topics.,05965,"Labounty, Sean",8866329
"2018, Fall",ADV,468K,Portfolio II.,06000,"Romero, James",8860181
"2018, Fall",ADV,468L,Portfolio III.,06005,"Labounty, Sean",8866212
"2018, Fall",ADV,483,Portfolio III.,06175,"Labounty, Sean",8866213
"2018, Fall",AET,101,Arts and Entertainment Technologies Colloquium I.,20840,"Lanina, Yuliya",8869099
"2018, Fall",AET,103,Arts and Entertainment Technologies Colloquium III.,20845,"Pennycook, Bruce",8869106
"2018, Fall",AET,139,Advanced Topics in Arts and Entertainment Technologies.,20945,8869444
"2018, Fall",AET,304,Foundations of Arts and Entertainment Technologies.,20850,"Stamps, Jack",8869168
"2018, Fall",AET,305,Foundations of Music Technology.,20855,"Nokes, Nathan",8887540
"2018, Fall",AET,305,Foundations of Music Technology.,20860,"Nokes, Nathan",8869190
"2018, Fall",AET,306,Foundations of Digital Imaging and Visualization.,20865,"Daugherty, Neal",8869196
"2018, Fall",AET,306,Foundations of Digital Imaging and Visualization.,20870,"Hervey, Gregory",8869202
"2018, Fall",AET,310,Foundations of Creative Coding.,20875,"Johns, Megan",8869213
"2018, Fall",AET,310,Foundations of Creative Coding.,20880,"Johns, Megan",8869220
"2018, Fall",AET,310,Foundations of Creative Coding.,20884,8866863
"2018, Fall",AET,316,Foundations of New Performance Technologies.,20885,"Smith, Matthew",8869227
"2018, Fall",AET,318,Foundations of Games and Playable Apps.,20890,"Cohen, David",8869235
"2018, Fall",AET,318,Foundations of Games and Playable Apps.,20894,"Baker, Michael",8869237
"2018, Fall",AET,319,Topics in Arts and Entertainment Technologies.,20895,"Stamps, Jack",8869240
"2018, Fall",AET,319,Topics in Arts and Entertainment Technologies.,20899,"Norman, Christopher",8869251
"2018, Fall",AET,319,Topics in Arts and Entertainment Technologies.,20900,"Lanina, Yuliya",8869259
"2018, Fall",AET,325,Digital Production Art 2-D.,20920,"Daugherty, Neal",8869266
"2018, Fall",AET,326,Digital Production Art 3-D.,20925,"Norman, Christopher",8869269
"2018, Fall",AET,327,Advanced 3-D Modeling.,20930,"Norman, Christopher",8869270
"2018, Fall",AET,335C,Game Design Aesthetics.,20940,"Toprac, Paul",8871156
"2018, Fall",AET,336,Game History and Theory.,20944,"Cohen, David",8869416
"2018, Fall",AET,337,Writing for Interactive Games and Media.,20943,"O Connor, Susan",8915111
"2018, Fall",AET,339,Advanced Topics in Arts and Entertainment Technologies.,20955,"Ozley, Christopher",8869447
"2018, Fall",AET,339,Advanced Topics in Arts and Entertainment Technologies.,20960,"Daugherty, Neal",8869450
"2018, Fall",AET,339,Advanced Topics in Arts and Entertainment Technologies.,20965,"Daugherty, Neal",8869456
"2018, Fall",AET,339,Advanced Topics in Arts and Entertainment Technologies.,20973,8869459
"2018, Fall",AET,339,Advanced Topics in Arts and Entertainment Technologies.,20975,"Smith, Matthew",8869461
"2018, Fall",AET,339,Advanced Topics in Arts and Entertainment Technologies.,20980,"Baker, Michael",8869464
"2018, Fall",AET,339,Advanced Topics in Arts and Entertainment Technologies.,20985,"Stamps, Jack",8869481
"2018, Fall",AET,339,Advanced Topics in Arts and Entertainment Technologies.,20990,"Johns, Megan",8869485
"2018, Fall",AET,339,Advanced Topics in Arts and Entertainment Technologies.,20993,"Cohen, David",8869490
"2018, Fall",AET,339,Lighting Design Skills.,20994,"Habeck, Michelle",8877919
"2018, Fall",AET,339,Advanced Topics in Arts and Entertainment Technologies.,21015,"Perez, Carolina",8869587
"2018, Fall",AET,345,Designing Virtual Worlds.,21025,8869695
"2018, Fall",AET,347,Projection Design.,21034,"Ortel, Sven",8851329
"2018, Fall",AET,360C,Entertainment Systems Design.,21045,"Smith, Matthew",8869864
"2018, Fall",AET,362C,Generative Media and Visuals.,21050,8869883
"2018, Fall",AET,372,Senior Design Projects I.,21060,"Lanina, Yuliya",8869895
"2018, Fall",AET,376,Game Development Capstone: Two-Dimensional Games.,21070,"Toprac, Paul",8884854
"2018, Fall",AFR,301,African American Culture.,30545,"Jones, Joni",8882117
"2018, Fall",AFR,302M,Numbering Race.,30550,"Jorge De Paula Paixao, Marcelo",8883810
"2018, Fall",AFR,303,Introduction to Black Studies.,30552,"Wint, Traci-ann",9022259
"2018, Fall",AFR,304,Introduction to the Study of Africa.,30555,"Chery, Tshepo",8884256
"2018, Fall",AFR,310L,Introduction to Traditional Africa.,30560,"Falola, Oloruntoyin",8790650
"2018, Fall",AFR,317C,The United States and Africa.,30565,"Falola, Oloruntoyin",8877870
"2018, Fall",AFR,317C,Introduction to Ancient Egypt.,30570,"Nethercut, William",8873292
"2018, Fall",AFR,317D,Introduction to African American History.,30577,"Farmer, Ashley",8866347
"2018, Fall",AFR,317D,The Black Power Movement.,30580,"Moore, Leonard",8896011
"2018, Fall",AFR,317D,The Politics of Black Identity.,30585,"Cokley, Kevin",8887875
"2018, Fall",AFR,317E,Special Topics in the African Diaspora.,30595,"Afolabi, Omoniyi",8885587
"2018, Fall",AFR,317F,Special Topics in Black Expressive Culture.,30600,"Thompson, Lisa",8885254
"2018, Fall",AFR,317F,African American Literature and Culture.,30610,"Rivera-Dundas, Adena",8861883
"2018, Fall",AFR,322,Introduction to African Prehistory.,30635,"Denbow, James",8921294
"2018, Fall",AFR,372C,Special Topics.,30642,"Guidotti-Hernandez, Nicole",8882312
"2018, Fall",AFR,372C,Women and Social Movements in the Twentieth-Century United States.,30645,"Green, Laurie",8872465
"2018, Fall",AFR,372D,Global History of Disease.,30651,"Osseo-asare, Abena",8872422
"2018, Fall",AFR,372D,Undergraduate Seminar in History.,30652,"Osseo-asare, Abena",8872431
"2018, Fall",AFR,372D,Psychology of Race and Racism.,30655,"Awad, Germine",8908318
"2018, Fall",AFR,372D,Sociocultural Influences on Learning.,30660,"Brown, Keffrelyn",8903696
"2018, Fall",AFR,372D,Sociocultural Influences on Learning.,30665,"Cook, Courtney",8866462
"2018, Fall",AFR,372E,Topics in Black Popular Culture.,30675,"Gill, Lyndon",8877655
"2018, Fall",AFR,372E,Screening Race.,30676,"McClearen, Jennifer",8913364
"2018, Fall",AFR,372E,Special Topics.,30677,"Gutierrez, Laura",8883323
"2018, Fall",AFR,372E,Toni Morrison.,30680,"Woodard, Helena",8868610
"2018, Fall",AFR,372E,African American Literature through the Harlem Renaissance.,30685,"Richardson, Matthew",8879511
"2018, Fall",AFR,372E,Self-Revelation in Women's Writing.,30697,"Hillmann, Michael",8915106
"2018, Fall",AFR,372E,Contemporary African American Women's Fiction.,30700,"Richardson, Matthew",8873903
"2018, Fall",AFR,372F,Undergraduate Seminar in United States History.,30702,"Joseph, Peniel",8801815
"2018, Fall",AFR,372G,Topics in African and African Diasporic Cultures and Languages.,30705,"Livermon, Xavier",8878872
"2018, Fall",AFR,372G,Religions of the Caribbean.,30707,"Crosson, Jonathan",8865720
"2018, Fall",AFR,372G,African Queer Studies.,30710,"Livermon, Xavier",8878884
"2018, Fall",AFR,372G,The Histories of African Liberation.,30715,"Chery, Tshepo",8884259
"2018, Fall",AFR,374C,Undergraduate Seminar in History.,30722,"Falola, Oloruntoyin",8790712
"2018, Fall",AFR,374C,Egyptian Hieroglyphics in Cultural Context.,30725,"Nethercut, William",8873320
"2018, Fall",AFR,374D,Advanced Topics in Black United States Studies.,30727,"Young, Hershini",8902462
"2018, Fall",AFR,374D,Black Women in America.,30735,"Berry, Daina",8888656
"2018, Fall",AFR,374D,African American Politics.,30740,"Philpot, Tasha",8851633
"2018, Fall",AFR,374D,The Civil Rights Movement from a Comparative Perspective.,30745,"Green, Laurie",8877813
"2018, Fall",AFR,374E,Advanced Topics in the African Diaspora.,30750,"Gill, Lyndon",8877656
"2018, Fall",AFR,374E,Advanced Topics in the African Diaspora.,30755,"Jimenez, Monica",8873395
"2018, Fall",AFR,374E,Undergraduate Seminar in History.,30757,"Canizares, Jorge",8872409
"2018, Fall",AFR,374E,Atlantic Slavery: History and Memory.,30758,"Thompson, Shirley",8926259
"2018, Fall",AFR,374E,Advanced Topics in the African Diaspora.,30759,"Jimenez, Monica",8868634
"2018, Fall",AFR,374F,Studies in Ethnic American Literature.,30760,"Wilks, Jennifer",8861908
"2018, Fall",AFR,374F,Special Topics in the History of Art.,30762,"Okediji, Moyosore",9154117
"2018, Fall",AFR,374F,Africana Women's Art.,30765,"Okediji, Moyosore",9154135
"2018, Fall",AFR,374F,Literature of Black Politics.,30770,"Marshall, Stephen",8866001
"2018, Fall",AFR,374F,Music of Mexico and the Caribbean.,30775,"Moore, Robin",8869692
"2018, Fall",AFR,374F,Music of Mexico and the Caribbean.,30780,"Moore, Robin",8869692
"2018, Fall",AFS,100,Leadership Laboratory.,30985,8843283
"2018, Fall",AFS,100,Leadership Laboratory.,30990,8843291
"2018, Fall",AFS,102K,The Foundations of the United States Air Force I.,30995,8843318
"2018, Fall",AFS,102K,The Foundations of the United States Air Force I.,31000,8843323
"2018, Fall",AFS,111K,The Evolution of USAF Air and Space Power I.,31005,8843327
"2018, Fall",AFS,111K,The Evolution of USAF Air and Space Power I.,31010,8843329
"2018, Fall",AFS,120L,Leadership Laboratory.,31015,8843288
"2018, Fall",AFS,120L,Leadership Laboratory.,31020,8843294
"2018, Fall",AFS,321,Air Force Leadership Studies I.,31025,8843337
"2018, Fall",AFS,321,Air Force Leadership Studies I.,31030,8843338
"2018, Fall",AFS,333,Senior Air Force Studies I.,31035,8843340
"2018, Fall",AHC,310,Introduction to Traditional Africa.,33405,"Falola, Oloruntoyin",8790650
"2018, Fall",AHC,310,The Premodern World.,33410,"Talbot, Cynthia",8858085
"2018, Fall",AHC,319,The Ancient Mediterranean World.,33415,"Patterson, James",8864146
"2018, Fall",AHC,319,The Ancient Mediterranean World.,33420,"Patterson, James",8864146
"2018, Fall",AHC,319,The Ancient Mediterranean World.,33425,"Patterson, James",8864146
"2018, Fall",AHC,319,The Ancient Mediterranean World.,33430,"Patterson, James",8864146
"2018, Fall",AHC,325,The History of Rome: The Republic.,33435,"Riggsby, Andrew",8873430
"2018, Fall",AHC,325,The History of Rome: The Republic.,33440,"Riggsby, Andrew",8873430
"2018, Fall",AHC,325,The History of Rome: The Republic.,33445,"Riggsby, Andrew",8873430
"2018, Fall",AHC,325,The History of Rome: The Republic.,33450,"Riggsby, Andrew",8873430
"2018, Fall",AHC,325,Archaic and Classical Greece.,33455,"Perlman, Paula",8873242
"2018, Fall",AHC,325,Archaic and Classical Greece.,33460,"Perlman, Paula",8873242
"2018, Fall",AHC,325,Archaic and Classical Greece.,33465,"Perlman, Paula",8873242
"2018, Fall",AHC,330,Undergraduate Seminar in History.,33470,"Frazier, Alison",8884515
"2018, Fall",AHC,330,Twelfth-Century Renaissance: 1050-1200.,33475,"Newman, Martha",8868846
"2018, Fall",ALD,118C,Forum Seminar Series.,08960,"Maloch, Anna",8893294
"2018, Fall",ALD,320,"Cognition, Human Learning, and Motivation.",08965,"Yan, Veronica",8866455
"2018, Fall",ALD,320,"Cognition, Human Learning, and Motivation.",08970,"Muenks, Katherine",8862238
"2018, Fall",ALD,321,Play in Early Childhood Development.,08975,"Sachdeva, Shubhi",8873963
"2018, Fall",ALD,321,Play in Early Childhood Development.,08980,"Sachdeva, Shubhi",8873963
"2018, Fall",ALD,321,Play in Early Childhood Development.,08985,"Sachdeva, Shubhi",8873963
"2018, Fall",ALD,321,Play in Early Childhood Development.,08990,"Sachdeva, Shubhi",8873963
"2018, Fall",ALD,321,Play in Early Childhood Development.,08995,"Sachdeva, Shubhi",8873963
"2018, Fall",ALD,322,Individual Differences.,09000,"Rojeski, Laura",8873974
"2018, Fall",ALD,322,Individual Differences.,09005,"Patton, James",8866486
"2018, Fall",ALD,322,Individual Differences.,09010,"Rojeski, Laura",8873976
"2018, Fall",ALD,322,Individual Differences.,09015,"Fragale, Christina",8887828
"2018, Fall",ALD,325,Second Language Acquisition.,09020,"Ingram, Mitchell",8866459
"2018, Fall",ALD,327,Sociocultural Influences on Learning.,09025,"Echternach, Julia",8887866
"2018, Fall",ALD,327,Sociocultural Influences on Learning.,09030,"Armonda, Alex",8887818
"2018, Fall",ALD,327,Sociocultural Influences on Learning.,09035,"Nichols, Celina",8887831
"2018, Fall",ALD,327,Sociocultural Influences on Learning.,09040,"Brown, Keffrelyn",8903696
"2018, Fall",ALD,327,Sociocultural Influences on Learning.,09045,"Cook, Courtney",8866462
"2018, Fall",ALD,328,Applied Human Learning.,09055,"Hoffman, James",8904899
"2018, Fall",ALD,328,Applied Human Learning.,09060,"Gerwels, Mary",8862240
"2018, Fall",ALD,328,Applied Human Learning.,09065,"Schallert, Diane",8884917
"2018, Fall",ALD,328,Applied Human Learning.,09070,"Schallert, Diane",8884921
"2018, Fall",ALD,329,Acquisition of Language and Literacies.,09075,"Ayala, Brenda",8882885
"2018, Fall",ALD,329,Acquisition of Language and Literacies.,09080,"Harvey, Rosalyn",8873978
"2018, Fall",ALD,329,Acquisition of Language and Literacies.,09085,"Bell, Randy",8866472
"2018, Fall",ALD,329,Acquisition of Language and Literacies.,09090,"Bell, Randy",8866482
"2018, Fall",ALD,329,Acquisition of Language and Literacies.,09095,"Greer, Elizabeth",8866468
